prod_name,prod_price,prod_link
"(Renewed) HP Elitebook Laptop 640G1 Intel Core i5 - 4300M Processor, 16 GB Ram & 256 GB SSD, Win10, 14.1 inches, Optical Drive Notebook Computer","₹37,490",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-640G1/dp/B094PFLHZH/ref=sr_1_87?dchild=1&keywords=Laptop&qid=1620993514&sr=8-87
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram, 1TB Harddisk & 512 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹37,790",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5ZJWY/ref=sr_1_88?dchild=1&keywords=Laptop&qid=1620993514&sr=8-88
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram, 1TB Harddisk & 128 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹36,890",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5NX8X/ref=sr_1_89?dchild=1&keywords=Laptop&qid=1620993514&sr=8-89
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram, 500 GB Harddisk & 512 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹36,890",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5G7BG/ref=sr_1_90?dchild=1&keywords=Laptop&qid=1620993514&sr=8-90
"Kurtzy Black XL Laptop Lap Desk Tray (45cm x 32cm) with Cushion and Wrist Rest for Work from Home, Travel and Office -Fits Upto 17.3 Inch Laptops, Tablet and Mobile Phone, Use in Bed Couch Car","₹1,049",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A085454231AD5AKMB9X8F&url=%2FKurtzy-Laptop-Cushion-Travel-Laptops%2Fdp%2FB08NXKF69T%2Fref%3Dsr_1_91_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993514%26sr%3D8-91-spons%26psc%3D1&qualifier=1620993514&id=1265715965122300&widgetName=sp_mtf
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram, 500 GB Harddisk & 256 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹36,890",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5FZV9/ref=sr_1_92?dchild=1&keywords=Laptop&qid=1620993514&sr=8-92
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram, 2TB Harddisk & 256 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹36,890",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5FRWM/ref=sr_1_93?dchild=1&keywords=Laptop&qid=1620993514&sr=8-93
"(Renewed) HP Elitebook UltraSlim Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram & 512 GB SSD, Win10, 14.1 Inches Notebook Computer","₹37,790",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Laptop/dp/B094N5C2ZP/ref=sr_1_94?dchild=1&keywords=Laptop&qid=1620993514&sr=8-94
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram, 1TB Harddisk & 256 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹37,790",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N51XRJ/ref=sr_1_95?dchild=1&keywords=Laptop&qid=1620993514&sr=8-95
Acer Aspire 3 core i5 11th Generation Processor 15.6-inch Full HD Ultra Slim Thin and Light Laptop - (8 GB/1 TB HDD/Windows 10 Home/Intel Iris Xe Graphic/1.7Kg/Silver) A315-58,"₹45,490",https://www.amazon.in/Acer-Aspire-Generation-Processor-15-6-inch/dp/B093Q8BV1X/ref=sr_1_96?dchild=1&keywords=Laptop&qid=1620993514&sr=8-96
Lenovo IdeaPad D330-10IGM Laptop-Tablet 10.1-inch (2 in 1) Multi-Touch Screen 4GB RAM 128GB Storage Windows 10 Home Integrated Graphics (81H30053IN),"₹24,750",https://www.amazon.in/Lenovo-D330-10IGM-Laptop-Tablet-Multi-Touch-81H30053IN/dp/B08FX62PNN/ref=sr_1_97?dchild=1&keywords=Laptop&qid=1620993514&sr=8-97
"Dell Vostro 3405 14"" (35.56cms) HD AG Display Laptop (AMD Silver 3050U / 4GB / 256 SSD / Integrated Graphics / Win 10 + MSO/ Black) D552147WIN9BE",,https://www.amazon.in/Dell-35-56cms-Integrated-Graphics-D552147WIN9BE/dp/B08X4NYNHW/ref=sr_1_98?dchild=1&keywords=Laptop&qid=1620993514&sr=8-98
"Lenovo IdeaPad S145 10th Gen Intel Core i3 15.6-inch (39.62 cms) Full HD Thin and Light Laptop (4GB/1TB HDD/Windows 10/MS Office 2019/Platinum Grey/1.85Kg), 81W800DJIN","₹33,990",https://www.amazon.in/Lenovo-IdeaPad-15-6-inch-Platinum-81W800DJIN/dp/B08PV3SSC1/ref=sr_1_99?dchild=1&keywords=Laptop&qid=1620993514&sr=8-99
"(Renewed) Dell Inspiron 3501 15.6"" (39.62 cms) FHD Display Laptop (i3-1005G1 / 8GB / 256GB SSD / Integrated Graphics / Win 10 + MSO / Accent Black) D560396WIN9BE","₹33,992",https://www.amazon.in/dp/B094VH6PNR/ref=sr_1_97?dchild=1&keywords=Laptop&qid=1620993517&sr=8-97
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram, 500 GB Harddisk & 256 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹34,190",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N7FM1M/ref=sr_1_98?dchild=1&keywords=Laptop&qid=1620993517&sr=8-98
"(Renewed) HP Elitebook UltraSlim Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram & 128 GB SSD, Win10, 14.1 Inches Notebook Computer","₹34,190",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Laptop/dp/B094N5ZSDJ/ref=sr_1_99?dchild=1&keywords=Laptop&qid=1620993517&sr=8-99
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram, 320 GB Harddisk & 256 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹33,290",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5HM6Q/ref=sr_1_100?dchild=1&keywords=Laptop&qid=1620993517&sr=8-100
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram, 500 GB Harddisk & 128 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹33,290",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N52V6S/ref=sr_1_101?dchild=1&keywords=Laptop&qid=1620993517&sr=8-101
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram, 1TB Harddisk & 128 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹34,190",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N32PXJ/ref=sr_1_102?dchild=1&keywords=Laptop&qid=1620993517&sr=8-102
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram, 500 GB Harddisk & 128 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹35,990",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5SGHQ/ref=sr_1_103?dchild=1&keywords=Laptop&qid=1620993517&sr=8-103
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram, 2TB Harddisk & 128 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹35,990",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5R8SB/ref=sr_1_104?dchild=1&keywords=Laptop&qid=1620993517&sr=8-104
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram, 320 GB Harddisk & 512 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹35,990",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5KRY3/ref=sr_1_105?dchild=1&keywords=Laptop&qid=1620993517&sr=8-105
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram, 320 GB Harddisk & 256 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹35,990",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N4QN98/ref=sr_1_106?dchild=1&keywords=Laptop&qid=1620993517&sr=8-106
ASUS Laptop 15 M515DA-BQ501T AMD Ryzen™ 5 3500U/1TB HDD/8GB/15.6″FHD/Windows 10/Slate Grey/1Y,"₹39,978",https://www.amazon.in/ASUS-M515DA-BQ501T-RyzenTM-15-6%E2%80%B3FHD-Windows/dp/B08CKRS42M/ref=sr_1_107?dchild=1&keywords=Laptop&qid=1620993517&sr=8-107
"MI Notebook 14 (IC) Intel Core i5-10210U 10th Gen 14-inch (35.56 cms) Thin and Light Laptop(8GB/256GB SSD/Windows 10/Intel UHD Graphics/Silver/1.5Kg), XMA1901-FL","₹43,999",https://www.amazon.in/MI-Notebook-i5-10210U-Graphics-XMA1901-FL/dp/B08T9MNJQN/ref=sr_1_108?dchild=1&keywords=Laptop&qid=1620993517&sr=8-108
"(Renewed) HP Elitebook Laptop 640G1 Intel Core i5 - 4300M Processor, 4 GB Ram & 512 GB SSD, Win10, 14.1 inches, Optical Drive Notebook Computer","₹32,090",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-640G1/dp/B094PV6FF5/ref=sr_1_109?dchild=1&keywords=Laptop&qid=1620993517&sr=8-109
"(Renewed) HP Elitebook Laptop 640G1 Intel Core i5 - 4300M Processor, 8 GB Ram & 256 GB SSD, Win10, 14.1 inches, Optical Drive Notebook Computer","₹32,090",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-640G1/dp/B094PRS4KP/ref=sr_1_110?dchild=1&keywords=Laptop&qid=1620993517&sr=8-110
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram, 320 GB Harddisk & 128 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹32,390",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N7KNFM/ref=sr_1_111?dchild=1&keywords=Laptop&qid=1620993517&sr=8-111
"(Renewed) HP Elitebook UltraSlim Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram & 256 GB SSD, Win10, 14.1 Inches Notebook Computer","₹32,390",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Laptop/dp/B094N56VYS/ref=sr_1_112?dchild=1&keywords=Laptop&qid=1620993517&sr=8-112
"Mi Notebook Horizon Edition 14 Intel Core i5-10210U 10th Gen 14-inch (35.56 cms) Thin and Light Laptop(8GB/512GB SSD/Windows 10/Nvidia MX350 2GB Graphics/Grey/1.35Kg), XMA1904-AR+Webcam",53999.00,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A086665935KXADPC1VKVC&url=%2FNotebook-Horizon-i5-10210U-Graphics-XMA1904-AR%2Fdp%2FB089F5JGM1%2Fref%3Dsr_1_113_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993521%26sr%3D8-113-spons%26psc%3D1&qualifier=1620993521&id=7603809615247896&widgetName=sp_atf_next
"(Renewed) HP Elitebook UltraSlim Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram & 256 GB SSD, Win10, 14.1 Inches Notebook Computer","₹32,390",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Laptop/dp/B094N56VYS/ref=sr_1_114?dchild=1&keywords=Laptop&qid=1620993521&sr=8-114
"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 14"" FHD IPS Thin & Light Laptop (8GB/512GB SSD/Win 10/Office/Intel Iris Xe Graphics/Fingerprint Reader/Graphite Grey/Aluminium Surface/1.39Kg), 82FE00K0IN","₹57,980",https://www.amazon.in/Lenovo-Graphics-Fingerprint-Aluminium-82FE00K0IN/dp/B08WR9PF4K/ref=sr_1_115?dchild=1&keywords=Laptop&qid=1620993521&sr=8-115
"(Renewed) ASUS TUF DASH F15 (2021), 15.6-inch FHD 144Hz, Intel Core i5-11300H, GeForce RTX 3060 6GB Graphics, Gaming Laptop (16GB RAM/512GB SSD/Office 2019/Windows 10 Home/Moonlight White/2 Kg), FX516PM-HN156TS","₹79,992",https://www.amazon.in/ASUS-15-6-inch-i5-11300H-Moonlight-FX516PM-HN156TS/dp/B094KWBPQC/ref=sr_1_116?dchild=1&keywords=Laptop&qid=1620993521&sr=8-116
"Lenovo IdeaPad Slim 3 AMD Athlon Silver 3050U 15.6 inch HD Thin and Light Laptop (4GB/1TB HDD/Windows 10/MS Office 2019/Integrated AMD Radeon Graphics/Platinum Grey/1.85Kg), 81W100W9IN","₹29,999",https://www.amazon.in/Lenovo-Integrated-Graphics-Platinum-81W100W9IN/dp/B08JCP96XL/ref=sr_1_117?dchild=1&keywords=Laptop&qid=1620993521&sr=8-117
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram, 320 GB Harddisk & 512 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹38,690",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N64HTW/ref=sr_1_118?dchild=1&keywords=Laptop&qid=1620993521&sr=8-118
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram, 2TB Harddisk & 128 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹38,690",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N27ZBZ/ref=sr_1_119?dchild=1&keywords=Laptop&qid=1620993521&sr=8-119
"(Renewed) HP Chromebook Intel Celeron 14-Inch (35.56 cms) Touchscreen 1366 x 768 (HD Ready) Thin and Light Laptop (4 GB/64 GB SSD + 256 GB Expandable/Chrome OS/Intel UHD Graphics 600/Mineral Silver/1.46 kg), 14a-na0003TU",,https://www.amazon.in/HP-Chromebook-14a-na0003TU-Touchscreen-Expandable/dp/B08G4YMNXS/ref=sr_1_120?dchild=1&keywords=Laptop&qid=1620993521&sr=8-120
"Dell Inspiron 5406 11th Gen 14"" (35.56cms) FHD 2in1 Laptop(i5-1135G7 / 8GB / 512 SSD / Iris Xe Graphics /Win 10/ MS Office 19/ Active Pen/Titan Grey),D560367WIN9S","₹70,774",https://www.amazon.in/Dell-Inspiron-i5-1135G7-Graphics-D560367WIN9S/dp/B08M61GDYJ/ref=sr_1_121?dchild=1&keywords=Laptop&qid=1620993521&sr=8-121
"MI Notebook 14 (IC) Intel Core i5-10210U 10th Gen 14-inch (35.56 cms) Thin and Light Laptop(8GB/256GB SSD/Windows 10/Intel UHD Graphics/Silver/1.5Kg), XMA1901-FL","₹43,999",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A086650330QBS6161HLL4&url=%2FMI-Notebook-i5-10210U-Graphics-XMA1901-FL%2Fdp%2FB08T9MNJQN%2Fref%3Dsr_1_122_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993521%26sr%3D8-122-spons%26psc%3D1&qualifier=1620993521&id=7603809615247896&widgetName=sp_mtf
"(Renewed) Dell Latitude Laptop E5470 Intel Core i5 6th Gen. - 6200u Processor, 4 GB Ram & 256 GB SSD, 14.1 Inches HD Screen Notebook Computer","₹44,890",https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E5470/dp/B094CG5TMD/ref=sr_1_123?dchild=1&keywords=Laptop&qid=1620993521&sr=8-123
"Dell Inspiron 3505 15.6"" FHD Display Laptop (R5-3450U / 8GB / 1TB + 256Gb SSD / Vega Graphics / Win 10 + MSO / Accent Black) D560431WIN9B",,https://www.amazon.in/Dell-Inspiron-R5-3450U-Graphics-D560431WIN9B/dp/B0919M8GTN/ref=sr_1_124?dchild=1&keywords=Laptop&qid=1620993521&sr=8-124
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i5 15.6 inch (39.62 cms) Full HD Thin and Light Laptop (8GB/1TB HDD/Windows 10/Platinum Grey/1.85Kg), 81WE0144IN","₹43,490",https://www.amazon.in/Lenovo-IdeaPad-Windows-Platinum-81WE0144IN/dp/B08JCV81WK/ref=sr_1_125?dchild=1&keywords=Laptop&qid=1620993521&sr=8-125
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 16 GB Ram, 500 GB Harddisk & 512 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹44,990",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N75NM5/ref=sr_1_126?dchild=1&keywords=Laptop&qid=1620993521&sr=8-126
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 16 GB Ram, 2TB Harddisk & 256 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹44,990",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N4MQFD/ref=sr_1_127?dchild=1&keywords=Laptop&qid=1620993521&sr=8-127
"Acer Swift 3 SF314-52 14-inch Laptop (Intel Core i5-8250U/4GB/256GB/Windows 10 Home Single Language/Integrated Graphics), Stellar Blue","₹48,990",https://www.amazon.in/Acer-SF314-52-i5-8250U-Language-Integrated/dp/B07GLYTHZF/ref=sr_1_128?dchild=1&keywords=Laptop&qid=1620993521&sr=8-128
"HP Notebook PC 245 G7 14"" (35.56cms) Laptop ATHLON-3050U/4GB/1TB/Windows 10 Home/ 1 Year Warranty (21Z04PA)","₹24,329",https://www.amazon.in/HP-Notebook-245-G7-ATHLON-3050U/dp/B08TBVBKN5/ref=sr_1_129?dchild=1&keywords=Laptop&qid=1620993521&sr=8-129
"Asus ROG Zephyrus S Ultra Slim Gaming Laptop, 15.6"" 144Hz IPS Type FHD, GeForce RTX 2070, Intel Core i7-8750H, 16GB DDR4, 512GB PCIe NVMe SSD, Aura Sync RGB, Windows 10, GX531GW-AS76","₹3,43,099",https://www.amazon.in/Asus-Zephyrus-GeForce-i7-8750H-GX531GW-AS76/dp/B07KS1JF2H/ref=sr_1_130?dchild=1&keywords=Laptop&qid=1620993521&sr=8-130
"Lenovo Yoga Slim 7 AMD Ryzen 7 4800U 14"" (35.56cms) Full HD IPS Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office 2019/Integrated AMD Radeon Graphics/Slate Grey/1.33Kg), 82A2008VIN","₹76,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A10152761YRCS9W4UVJ6I&url=%2FLenovo-14-inch-Integrated-Graphics-82A2008VIN%2Fdp%2FB08LKQBR8R%2Fref%3Dsr_1_129_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993524%26sr%3D8-129-spons%26psc%3D1&qualifier=1620993524&id=6970535068280346&widgetName=sp_atf_next
"MSI Modern 14, AMD Ryzen 5 4500U, 14"" (35.56cms) FHD Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Carbon Grey/1.3Kg), B4MW-238IN","₹54,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A101468424627M3SVES8X&url=%2FMSI-Modern-35-56cms-Windows-B4MW-238IN%2Fdp%2FB08NW9LL9Z%2Fref%3Dsr_1_130_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993524%26sr%3D8-130-spons%26psc%3D1&qualifier=1620993524&id=6970535068280346&widgetName=sp_atf_next
Lenovo 82C700D4IH V15 ADA Laptop (AMD Athlon Silver 3050U/4GB Ram/ 1TB HDD/ 15.6 inch HD AG/ DOS/Integrated AMD Radeon Graphics/ Iron Grey),"₹25,440",https://www.amazon.in/Lenovo-82C700D4IH-Laptop-Integrated-Graphics/dp/B08DHT9JSK/ref=sr_1_131?dchild=1&keywords=Laptop&qid=1620993524&sr=8-131
"Lenovo ThinkPad E14 (2021) AMD Ryzen 5 4650U Pro 14-inch Full HD Thin and Light Laptop (8GB RAM/ 256GB SSD/ Windows 10 Home/ Microsoft Office Home & Student 2019/ Black/ 1.59 kg), 20T6S0UQ00","₹52,990",https://www.amazon.in/Lenovo-ThinkPad-14-inch-Microsoft-20T6S0UQ00/dp/B0922KX1MX/ref=sr_1_132?dchild=1&keywords=Laptop&qid=1620993524&sr=8-132
"(Renewed) Dell Latitude E5440 14-Inch Laptop (Core i5 4th Gen/8GB RAM(Upgradable to 16)/256GB SSD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics), Black","₹33,999",https://www.amazon.in/Dell-Latitude-Upgradable-Integrated-Graphics/dp/B09413W86G/ref=sr_1_133?dchild=1&keywords=Laptop&qid=1620993524&sr=8-133
"Dell Inspiron 3501 15.6"" FHD Display Laptop (i3-1115G4 / 4GB / 512GB SSD / Integrated Graphics / Win 10 + MSO / Backlit KB / Soft Mint) D560444WIN9S","₹40,990",https://www.amazon.in/Dell-Inspiron-3501-Integrated-D560444WIN9S/dp/B093HCS6PR/ref=sr_1_134?dchild=1&keywords=Laptop&qid=1620993524&sr=8-134
"Lenovo Ideapad S145 Intel Core i3 10th Gen 15.6” FHD Thin and Light (8GB/1TBHDD/Win10/Intel UHD Graphics/Platinum Grey/1.85kg), 81W800TJIN","₹33,490",https://www.amazon.in/Lenovo-Ideapad-Graphics-Platinum-81W800TJIN/dp/B08XD9KGRK/ref=sr_1_135?dchild=1&keywords=Laptop&qid=1620993524&sr=8-135
"(Renewed) Dell Latitude Laptop E3380 Intel Core i3 - 6006u Processor 6th Gen, 4 GB Ram & 1TB SSD, 13.3 Inches Screen (Ultra Slim & Light 1.63KG) Notebook Computer","₹33,690",https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E3380/dp/B093VV3XLM/ref=sr_1_136?dchild=1&keywords=Laptop&qid=1620993524&sr=8-136
"Lenovo IdeaPad Slim 3 AMD 3020e 15.6"" (39.62cms) HD Thin and Light Laptop (4GB/1TB HDD/Windows 10/Integrated AMD Radeon Graphics/Platinum Grey/1.85Kg), 81W100VFIN",,https://www.amazon.in/Lenovo-Integrated-Graphics-Platinum-81W100VFIN/dp/B08JCDHPGF/ref=sr_1_137?dchild=1&keywords=Laptop&qid=1620993524&sr=8-137
"Lenovo Yoga Slim 7 AMD Ryzen 7 4800U 14"" (35.56cms) Full HD IPS Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office 2019/Integrated AMD Radeon Graphics/Slate Grey/1.33Kg), 82A2008VIN","₹76,990",https://www.amazon.in/Lenovo-14-inch-Integrated-Graphics-82A2008VIN/dp/B08LKQBR8R/ref=sr_1_138?dchild=1&keywords=Laptop&qid=1620993524&sr=8-138
"Acer Swift 3 AMD Ryzen 5 4500U 14-inch Display Ultra Thin and Light Laptop (8GB Ram/512GB SSD/Window 10, Home/AMD Radeon Graphics/ Pure Silver/1.2kgs), SF314-42","₹58,559",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A10147522WAT5MIG1TS4X&url=%2FAcer-14-inch-Display-Graphics-SF314-42%2Fdp%2FB08NXYT6VY%2Fref%3Dsr_1_139_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993524%26sr%3D8-139-spons%26psc%3D1&qualifier=1620993524&id=6970535068280346&widgetName=sp_mtf
"AVITA Liber NS14A8INF561-PAF 14"" (35.56cms) Laptop (10th Gen Core i5-10210U/8GB/512GB SSD/Window 10 Home/Integrated Graphics), Golden Matt Black, Special Edition","₹40,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A100916834IRZ78TCNI81&url=%2FAVITA-NS14A8INF561-PAF-i5-10210U-Integrated-Graphics%2Fdp%2FB08H17YDFR%2Fref%3Dsr_1_140_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993524%26sr%3D8-140-spons%26psc%3D1&qualifier=1620993524&id=6970535068280346&widgetName=sp_mtf
Lenovo IdeaPad D330 Intel Celeron N4000 10.1-inch HD IPS 2-in-1 Touchscreen Detachable Laptop (4GB/128GB eMMC/Win10/Lenovo Active Pen Stylus/Front +Rear Camera/HD Audio/Mineral Grey/1.14Kg) 81H3S01S00,"₹24,350",https://www.amazon.in/Lenovo-10-1-inch-Touchscreen-Detachable-81H3S01S00/dp/B08P7M9Y59/ref=sr_1_141?dchild=1&keywords=Laptop&qid=1620993524&sr=8-141
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 16 GB Ram, 2TB Harddisk & 512 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹47,690",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5WJ7G/ref=sr_1_142?dchild=1&keywords=Laptop&qid=1620993524&sr=8-142
"Life Digital Laptop 15.6-inch (39.62 cms) (Intel Core i3/4GB RAM/1TB HDD + 256GB SSD/Windows 10), ZED AIR CX3","₹28,975",https://www.amazon.in/LifeDigital-Laptop-Intel%C2%AE-Storage-Windows/dp/B08HRHFV1Q/ref=sr_1_143?dchild=1&keywords=Laptop&qid=1620993524&sr=8-143
"(Renewed) Dell Latitude Laptop E5470 Intel Core i5 6th Gen. - 6200u Processor, 4 GB Ram & 128 GB SSD, 14.1 Inches HD Screen Notebook Computer","₹43,790",https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E5470/dp/B094CHXWQR/ref=sr_1_144?dchild=1&keywords=Laptop&qid=1620993524&sr=8-144
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 16 GB Ram, 1TB Harddisk & 512 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹45,890",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5DHJW/ref=sr_1_145?dchild=1&keywords=Laptop&qid=1620993524&sr=8-145
"AVITA Magus Lite NS12T5IN006P 12.2-inch Laptop (Apollo Lake Celeron N3350/4GB/64GB SSD/Windows 10 Home/Intel HD 500 Graphics), Charcoal Grey",,https://www.amazon.in/AVITA-NS12T5IN006P-12-2-inch-Graphics-Charcoal/dp/B088261QHP/ref=sr_1_146?dchild=1&keywords=Laptop&qid=1620993524&sr=8-146
