prod_name,prod_price,prod_link
"(Renewed) Dell Latitude E3380 13.5-Inch Laptop (Core i5 7th Gen/16GB RAM /1TB HDD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics,Backlit Keyboard), Black","₹45,999",https://www.amazon.in/Dell-Latitude-13-5-Inch-Integrated-Graphics/dp/B094158R22/ref=sr_1_46?dchild=1&keywords=Laptop&qid=1620993504&sr=8-46
"Lenovo Ideapad S145 AMD A6-9225 15.6"" (39.62cms) HD Thin and Light Laptop (4GB/1TB/Windows 10/Grey/1.85Kg), 81N30063IN","₹29,499",https://www.amazon.in/Lenovo-Ideapad-A6-9225-Windows-81N30063IN/dp/B081Z4H8BM/ref=sr_1_47?dchild=1&keywords=Laptop&qid=1620993504&sr=8-47
"Dell Inspiron 3501 15.6"" (39.62 cms) FHD AG Display Laptop (i3-1005G1 / 8GB / 1TB / Integrated Graphics / Win 10 + MSO / Softmint) D560421WIN9S","₹39,939",https://www.amazon.in/Dell-Inspiron-i3-1005G1-Integrated-D560421WIN9S/dp/B08X4NB38M/ref=sr_1_48?dchild=1&keywords=Laptop&qid=1620993504&sr=8-48
"HP 15(2021) 5th Gen Ryzen 5 5500U Laptop with Alexa Built-in, 8GB RAM, 512GB SSD, 15.6-Inch(39.6 cm) FHD Screen, Windows 10, MS Office, (15s-eq2040au)","₹48,990",https://www.amazon.in/HP-Laptop-15-6-Inch-Windows-15s-eq2040au/dp/B093Q3R1VV/ref=sr_1_49?dchild=1&keywords=Laptop&qid=1620993504&sr=8-49
"(Renewed) Life Digital Laptop 15.6-inch (39.62 cms) (Intel Core i5/4GB RAM/1TB HDD/Type C Data/Win10), ZED AIR CX5","₹25,492",https://www.amazon.in/Renewed-Digital-Laptop-15-6-inch-39-62/dp/B094NJQ2L3/ref=sr_1_50?dchild=1&keywords=Laptop&qid=1620993504&sr=8-50
"Dell Inspiron 3505 15.6"" FHD Display Laptop (R3-3250U / 8GB / 1TB HDD / Integrated Graphics / Win 10 + MSO / Soft Mint) D560429WIN9S","₹35,690",https://www.amazon.in/Dell-Inspiron-3505-Integrated-D560429WIN9S/dp/B093H9FG45/ref=sr_1_51?dchild=1&keywords=Laptop&qid=1620993504&sr=8-51
"(Renewed) Dell Latitude Laptop E3380 Intel Core i3 - 6006u Processor 6th Gen, 4 GB Ram & 128 GB SSD, 13.3 Inches Screen (Ultra Slim & Light 1.63KG) Notebook Computer","₹27,290",https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E3380/dp/B093W18D5L/ref=sr_1_52?dchild=1&keywords=Laptop&qid=1620993504&sr=8-52
"ASUS VivoBook 14 (2020) Intel Core i5-1035G1 10th Gen 14-inch (35.56 cms) FHD T&L Laptop (8GB/1TB HDD + 256GB SSD/2GB GeForce MX130 Graphics/Windows 10/MS Office 2019/Silver/1.6 kg), X415JF-EK522TS","₹53,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A02219483JMHP6ZZDAFGX&url=%2FASUS-VivoBook-i5-1035G1-Graphics-X415JF-EK522TS%2Fdp%2FB08JMMP9XJ%2Fref%3Dsr_1_53_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993504%26sr%3D8-53-spons%26psc%3D1%26smid%3DA1S1RV7QA28FUJ&qualifier=1620993504&id=8731063363288828&widgetName=sp_btf
"ASUS ZenBook Flip 13 OLED, Intel Core i5-1135G7 11th Gen, 13.3"" FHD Touch 2-in-1 Laptop (8GB/512GB SSD + 32GB Optane Memory/Windows 10/Office 2019/Iris Xᵉ Graphics/Pine Grey/1.3 kg), UX363EA-HP501TS","₹93,196",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A085651518Z51KQHP7G3D&url=%2FASUS-ZenBook-i5-1135G7-Graphics-UX363EA-HP501TS%2Fdp%2FB08SY2FZKY%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993504%26sr%3D8-54-spons%26psc%3D1%26smid%3DA1S1RV7QA28FUJ&qualifier=1620993504&id=8731063363288828&widgetName=sp_btf
"ASUS VIVO Book 15 K513EA-BQ563TS i5-1135G7//16G/1T+256G PCIe SSD/Transparent SILVER/15.6""FHD vIPS/1Y International Warranty/Office H&S/Backlit KB/Finger Print","₹67,900",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0856203NZRN6N6N2GW5&url=%2FASUS-K513EA-BQ563TS-i5-1135G7-Transparent-International%2Fdp%2FB08W9G8NBD%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993507%26sr%3D8-49-spons%26psc%3D1%26smid%3DA1S1RV7QA28FUJ&qualifier=1620993507&id=7487027958736066&widgetName=sp_atf_next
"Asus VivoBook K513EA-BQ502TS i5-1135G7//8G/512 PCIe SSD/Indie BLACK/15.6""FHD vIPS/1Y International Warranty + McAfee/Office H&S/Backlit KB/Finger Print","₹56,800",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A085675921MGY6DGJZEBA&url=%2FVivoBook-K513EA-BQ502TS-i5-1135G7-International-Warranty%2Fdp%2FB08WKJY23C%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993507%26sr%3D8-50-spons%26psc%3D1%26smid%3DA1S1RV7QA28FUJ&qualifier=1620993507&id=7487027958736066&widgetName=sp_atf_next
"ASUS TUF Gaming F15 Laptop 15.6"" FHD 144Hz, Intel Core i5-10300H 10th Gen, GeForce GTX 1650 4GB GDDR6 Graphics (8GB RAM/512GB NVMe SSD/Windows 10/Fortress Gray/2.30 Kg), FX566LH-HN257T","₹61,990",https://www.amazon.in/ASUS-i5-10300H-Graphics-Fortress-FX566LH-HN257T/dp/B08CRMTKMK/ref=sr_1_51?dchild=1&keywords=Laptop&qid=1620993507&sr=8-51
"Lenovo Ideapad Slim 3 AMD Ryzen 3 15.6"" (39.62cms) FHD Thin and Light Laptop (4GB/1TB/Windows 10/MS Office/Grey/1.85Kg), 81W10052IN","₹29,490",https://www.amazon.in/Lenovo-Ideapad-Laptop-Windows-81W10052IN/dp/B087D454KV/ref=sr_1_52?dchild=1&keywords=Laptop&qid=1620993507&sr=8-52
"(Renewed) Dell Latitude E3380 13.5-Inch Laptop (Core i5 7th Gen/8GB (Upgradable to 16GB)/500GB HDD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics,Backlit Keyboard), Black","₹41,999",https://www.amazon.in/Dell-Latitude-13-5-Inch-Upgradable-Integrated/dp/B094148CFF/ref=sr_1_53?dchild=1&keywords=Laptop&qid=1620993507&sr=8-53
"(Renewed) Life Digital Laptop 15.6-inch (39.62 cms) (Intel Core i5/4GB RAM/256GB SSD/Type-C Data/Windows 10), ZED AIR CX5","₹27,192",https://www.amazon.in/Renewed-Digital-Laptop-15-6-inch-Windows/dp/B094QXS6T4/ref=sr_1_54?dchild=1&keywords=Laptop&qid=1620993507&sr=8-54
"(Renewed) HP Elitebook Laptop 640G1 Intel Core i5 - 4300M Processor, 4 GB Ram & 128 GB SSD, Win10, 14.1 inches, Optical Drive Notebook Computer","₹28,590",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-640G1/dp/B094PYXRFK/ref=sr_1_55?dchild=1&keywords=Laptop&qid=1620993507&sr=8-55
Dell VOSTRO 3405 14inch (35.56 cms) HD Anti Glare Laptop (Ryzen-3 3250U / 4 GB / 1TB / Vega Graphics / 1 Yr NBD / Win 10 + MSO / Black/ 1.83Kg) D552134WIN9BE,"₹30,990",https://www.amazon.in/VOSTRO-14inch-Ryzen-3-Graphics-D552134WIN9BE/dp/B08HQY7WH4/ref=sr_1_56?dchild=1&keywords=Laptop&qid=1620993507&sr=8-56
"HP 14 11th Gen Intel Core i5 Processor 15.6-inch(39.6 cm) FHD Laptop (8GB/512GB SSD/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-dq2535TU","₹54,992",https://www.amazon.in/HP-Processor-15-6-inch-Windows-14s-dq2535TU/dp/B0928NL6F3/ref=sr_1_57?dchild=1&keywords=Laptop&qid=1620993507&sr=8-57
"Lenovo Ideapad S145 AMD RYZEN 3 3200U 15.6-inch (39.62 cms) FHD Laptop (4GB/1TB/Windows 10/Office 2019/Grey/1.85Kg),81UT001CIN","₹29,490",https://www.amazon.in/Lenovo-Ideapad-15-6-inch-Windows-81UT001CIN/dp/B07X45PMXF/ref=sr_1_58?dchild=1&keywords=Laptop&qid=1620993507&sr=8-58
"Acer Swift 5 14"" (35.56 cms) Full HD IPS Display with Touchscreen Ultra Thin and Light Notebook (Intel i5 - 11th Gen/8GB RAM/512GB SSD/Win10/Intel Iris Xe Graphics/1.05 Kg/Mist Green), SF514-55TA","₹64,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0658951JITY2EFN1I2L&url=%2FAcer-Swift-Display-Touchscreen-Notebook%2Fdp%2FB08P6GCH7Y%2Fref%3Dsr_1_59_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993507%26sr%3D8-59-spons%26psc%3D1&qualifier=1620993507&id=7487027958736066&widgetName=sp_mtf
"MSI Modern 15, Intel 10th Gen. i5-10210U, 15.6"" (39.62cms) FHD Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Carbon Grey/1.6Kg), A10M-482IN","₹55,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A09600781QECXGBZUC790&url=%2FMSI-i5-10210U-39-62cms-Windows-A10M-482IN%2Fdp%2FB08NTVZMWD%2Fref%3Dsr_1_60_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993507%26sr%3D8-60-spons%26psc%3D1&qualifier=1620993507&id=7487027958736066&widgetName=sp_mtf
"HP Pavilion x360 Touchscreen 2-in-1 FHD 14-inch (35.56 cms) Laptop (10th Gen Core i3-10110U/8GB/512GB SSD/Win 10/MS Office/Mineral Silver/1.58 kg), 14-dh1178tu","₹53,950",https://www.amazon.in/HP-Pavilion-Touchscreen-i3-10110U-14-dh1178tu/dp/B08GD95H1N/ref=sr_1_61?dchild=1&keywords=Laptop&qid=1620993507&sr=8-61
"ASUS VivoBook 14 (2020) Intel Core i3-1005G1 10th Gen 14-inch (35.56 cms) FHD Thin and Light Laptop (8GB RAM/1TB HDD + 128GB NVMe SSD/Integrated Graphics/Windows 10/Slate Grey/1.6 kg), X415JA-EK331T","₹39,990",https://www.amazon.in/ASUS-VivoBook-i3-1005G1-Integrated-X415JA-EK331T/dp/B08SNC1PXD/ref=sr_1_62?dchild=1&keywords=Laptop&qid=1620993507&sr=8-62
"HP 15 (2021) Thin & Light Ryzen 3-3250 Laptop, 8 GB RAM, 1TB HDD + 256GB SSD, 15"" (38.1 cms) FHD Screen, Windows 10, MS Office (15s-gr0012AU)","₹40,990",https://www.amazon.in/HP-3-3250-Laptop-Windows-15s-gr0012AU/dp/B08T6THSMQ/ref=sr_1_63?dchild=1&keywords=Laptop&qid=1620993507&sr=8-63
"(Renewed) HP Elitebook Laptop 640G1 Intel Core i5 - 4300M Processor, 4 GB Ram & 256 GB SSD, Win10, 14.1 inches, Optical Drive Notebook Computer","₹29,390",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-640G1/dp/B094PZGQ64/ref=sr_1_64?dchild=1&keywords=Laptop&qid=1620993507&sr=8-64
"HP 14 Ryzen 3 4300U Processor 14-inch(35.6 cm) FHD Laptop (8GB/512GB/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-fr0016AU","₹38,990",https://www.amazon.in/HP-Processor-14-inch-Windows-14s-fr0016AU/dp/B092JJ5LLR/ref=sr_1_65?dchild=1&keywords=Laptop&qid=1620993507&sr=8-65
"Lenovo E41-45 (82BF000EIH) Laptop (AMD A6-7350B/ 4GB RAM/ 1TB HDD/ DOS/ 14 Inch Screen), 1 Year Warranty","₹24,440",https://www.amazon.in/Lenovo-E41-45-82BF000EIH-A6-7350B-Warranty/dp/B08Q7Q3LZZ/ref=sr_1_66?dchild=1&keywords=Laptop&qid=1620993507&sr=8-66
"Dell Inspiron 3505 15.6"" (39.62 cms) FHD Display Laptop (R3-3250U / 8GB / 256GB SSD / Integrated Graphics / Win 10 + MSO / Accent Black) D560428WIN9BE","₹34,169",https://www.amazon.in/Dell-Inspiron-R3-3250U-Integrated-D560428WIN9BE/dp/B08X4Q425M/ref=sr_1_67?dchild=1&keywords=Laptop&qid=1620993507&sr=8-67
"HP 14 10th Gen Intel Core i3 14"" (35.56cms) FHD Laptop (8 GB, 1 TB HDD + 256 GB SSD, Windows 10 Home, MS Office, Natural Silver, 1.51 kg), 14s-cf3028TU","₹47,300",https://www.amazon.in/HP-35-56cms-Windows-Natural-14s-cf3028TU/dp/B08QSVVC7W/ref=sr_1_68?dchild=1&keywords=Laptop&qid=1620993507&sr=8-68
"Acer Aspire 3 Intel Core i3 11th Generation 15"" (38.1 cms) - (4 GB/256 GB SSD/Windows 10 Home/Intel UHD Graphics /1.7Kg/Silver) A315-58","₹34,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A02057103JTV0YZ50W04C&url=%2FAcer-Aspire-Intel-Core-Generation%2Fdp%2FB091XPFQC3%2Fref%3Dsr_1_69_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993507%26sr%3D8-69-spons%26psc%3D1&qualifier=1620993507&id=7487027958736066&widgetName=sp_btf
"MSI Bravo 15 Ryzen 7 4800H 15.6"" (39.62cms) FHD Gaming Laptop (16GB/512GB SSD/144 Hz/Windows 10/ RX5500M,GDDR6 4GB/Black/1.86 kg), A4DDR-212IN","₹79,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0959798HJO3IMQJ2CGE&url=%2FMSI-Gaming-Windows-RX5500M-A4DDR-212IN%2Fdp%2FB08GYH6HKN%2Fref%3Dsr_1_70_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993507%26sr%3D8-70-spons%26psc%3D1&qualifier=1620993507&id=7487027958736066&widgetName=sp_btf
"HP 15 Ryzen 5 Processor 15.6-inch(39.6 cm) FHD Laptop (8GB/512GB SSD/Windows 10/Vega 8 Graphics/MS Office/Natural Silver/1.69Kg), 15s-eq0500AU","₹48,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A101459613R4ZZXJLZQQE&url=%2FHP-Processor-15-6-inch-Graphics-15s-eq0500AU%2Fdp%2FB0928T2WQG%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993511%26sr%3D8-65-spons%26psc%3D1&qualifier=1620993511&id=3187001800216454&widgetName=sp_atf_next
"Acer Aspire 5 Intel Core i5 11th Generation 14"" (35.56 cms)- (8 GB/512 GB SSD/Windows 10 Home/Intel Iris Xe Graphics /MS Office/1.45Kg/Gold) A514-54","₹56,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A10078767P7SJRST79CV&url=%2FAcer-Generation-Windows-Graphics-A514-54%2Fdp%2FB08VT7FFXJ%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993511%26sr%3D8-66-spons%26psc%3D1&qualifier=1620993511&id=3187001800216454&widgetName=sp_atf_next
"HP 15 Ryzen 5 Processor 15.6-inch(39.6 cm) FHD Laptop (8GB/512GB SSD/Windows 10/Vega 8 Graphics/MS Office/Natural Silver/1.69Kg), 15s-eq0500AU","₹48,990",https://www.amazon.in/HP-Processor-15-6-inch-Graphics-15s-eq0500AU/dp/B0928T2WQG/ref=sr_1_67?dchild=1&keywords=Laptop&qid=1620993511&sr=8-67
Lenovo 82C7A006IH V15 ADA Laptop (AMD Athlon Silver 3050U/4GB Ram/ 1TB HDD/ 15.6 inch HD AG/ Windows-10/Integrated AMD Radeon Graphics/ Iron Grey),"₹27,890",https://www.amazon.in/Lenovo-82C7A006IH-Windows-10-Integrated-Graphics/dp/B08DHZS1XQ/ref=sr_1_68?dchild=1&keywords=Laptop&qid=1620993511&sr=8-68
"(Renewed) Dell Latitude Laptop E3380 Intel Core i3 - 6006u Processor 6th Gen, 4 GB Ram & 256 GB SSD, 13.3 Inches Screen (Ultra Slim & Light 1.63KG) Notebook Computer","₹28,290",https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E3380/dp/B093VYRRNJ/ref=sr_1_69?dchild=1&keywords=Laptop&qid=1620993511&sr=8-69
"HP Chromebook x360 Intel Celeron N4020 Processor 12-inch (30.48 cms) Touchscreen Laptop (Celeron N4020/4GB/64GB SSD/Chrome OS/Integrated Graphics/Natural Silver), 12b-ca0010TU","₹29,199",https://www.amazon.in/HP-Chromebook-12b-ca0010TU-Touchscreen-Integrated/dp/B08C5WSTR6/ref=sr_1_70?dchild=1&keywords=Laptop&qid=1620993511&sr=8-70
"(Renewed) HP Elitebook Laptop 640G1 Intel Core i5 - 4300M Processor, 8 GB Ram & 128 GB SSD, Win10, 14.1 inches, Optical Drive Notebook Computer","₹31,290",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-640G1/dp/B094PX971J/ref=sr_1_71?dchild=1&keywords=Laptop&qid=1620993511&sr=8-71
"(Renewed) HP Elitebook UltraSlim Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram & 128 GB SSD, Win10, 14.1 Inches Notebook Computer","₹31,490",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Laptop/dp/B094N3RQW7/ref=sr_1_72?dchild=1&keywords=Laptop&qid=1620993511&sr=8-72
"HP Chromebook 14a-na0002TU Laptop (Celeron N4020/4GB/64GB SSD/Chrome OS/Integrated Graphics), Ceremic White, 35.6 cm (14 inch)","₹24,990",https://www.amazon.in/HP-Chromebook-14a-na0002TU-Integrated-Graphics/dp/B08C5WLK3P/ref=sr_1_73?dchild=1&keywords=Laptop&qid=1620993511&sr=8-73
"(Renewed) HP Elitebook Laptop 640G1 Intel Core i5 - 4300M Processor, 8 GB Ram & 512 GB SSD, Win10, 14.1 inches, Optical Drive Notebook Computer","₹34,790",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-640G1/dp/B094Q8F8K4/ref=sr_1_74?dchild=1&keywords=Laptop&qid=1620993511&sr=8-74
"Lenovo IdeaPad Slim 3 AMD Ryzen 5 4500U 14"" (35.56cms) Full HD Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office 2019/Integrated AMD Radeon Graphics/Platinum Grey/1.5Kg), 81W30057IN","₹46,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A10148406FJVTW2UXRGF&url=%2FLenovo-IdeaPad-Windows10-Platinum-81W30057IN%2Fdp%2FB08GG7VG12%2Fref%3Dsr_1_75_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993511%26sr%3D8-75-spons%26psc%3D1&qualifier=1620993511&id=3187001800216454&widgetName=sp_mtf
"HP Pavilion (2021) Thin & Light 11th Gen Core i5 Laptop, 16 GB RAM, 512GB SSD, Iris Xe Graphics, 14-inch (35.56 cms) FHD Screen, Windows 10, MS Office, Backlit Keyboard","₹68,902",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A10151763ILTNKM7FUA4Q&url=%2FHP-Pavilion-Graphics-14-inch-Keyboard%2Fdp%2FB08WBB369L%2Fref%3Dsr_1_76_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993511%26sr%3D8-76-spons%26psc%3D1&qualifier=1620993511&id=3187001800216454&widgetName=sp_mtf
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram, 320 GB Harddisk & 128 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹35,090",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N6VC43/ref=sr_1_77?dchild=1&keywords=Laptop&qid=1620993511&sr=8-77
"(Renewed) HP Elitebook UltraSlim Hybrid Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram, 1TB Harddisk & 256 GB SSD, Windows 10 Pro, 14.1 Inches Notebook Computer","₹35,090",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Hybrid/dp/B094N5SW1L/ref=sr_1_78?dchild=1&keywords=Laptop&qid=1620993511&sr=8-78
"(Renewed) HP Elitebook UltraSlim Laptop 840G1 Intel Core i5 - 4300U Processor, 8 GB Ram & 256 GB SSD, Win10, 14.1 Inches Notebook Computer","₹35,090",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Laptop/dp/B094N52C4N/ref=sr_1_79?dchild=1&keywords=Laptop&qid=1620993511&sr=8-79
"(Renewed) HP Elitebook UltraSlim Laptop 840G1 Intel Core i5 - 4300U Processor, 4 GB Ram & 512 GB SSD, Win10, 14.1 Inches Notebook Computer","₹35,090",https://www.amazon.in/Renewed-HP-Elitebook-UltraSlim-Laptop/dp/B094N3YT65/ref=sr_1_80?dchild=1&keywords=Laptop&qid=1620993511&sr=8-80
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i5 15.6 inch Full HD Thin and Light Laptop (8GB/1TB HDD + 256GB SSD/Windows 10/MS Office 2019/Platinum Grey/1.85Kg), 81WE0143IN","₹62,500",https://www.amazon.in/Lenovo-IdeaPad-Windows-Platinum-81WE0143IN/dp/B08JCLMJTY/ref=sr_1_81?dchild=1&keywords=Laptop&qid=1620993511&sr=8-81
"Lenovo V15 Intel Core i5 10th Gen 15"" (38.1 cms) Full HD Thin and Light Laptop (8GB RAM/ 256GB SSD/ Windows 10 Home/ Grey/ 1.85 kg), 82C500PFIH",,https://www.amazon.in/Lenovo-15-inch-Laptop-Windows-82C500PFIH/dp/B08BXY8NMP/ref=sr_1_82?dchild=1&keywords=Laptop&qid=1620993511&sr=8-82
"Lenovo ThinkPad E15 (2021) Intel Core i5 11th Gen 15.6 inch Full HD Thin and Light Laptop ( 8GB RAM/ 512GB SSD/ Windows 10 Home/ Microsoft Office Home & Student/ Black/ 1.7 kg), 20TDS0DW00","₹64,990",https://www.amazon.in/Lenovo-ThinkPad-Windows-Microsoft-20TDS0DW00/dp/B093PCT6Z1/ref=sr_1_83?dchild=1&keywords=Laptop&qid=1620993511&sr=8-83
"Lenovo Ideapad S145 Intel Core i5 10th Gen 15.6 inch (39.62 cms) FHD Thin and Light Laptop (8GB/1TB/Windows 10/Grey/1.85Kg), 81W800FLIN","₹42,990",https://www.amazon.in/Lenovo-Ideapad-Laptop-Windows-81W800FLIN/dp/B087D4C4H5/ref=sr_1_84?dchild=1&keywords=Laptop&qid=1620993511&sr=8-84
"HP Envy x360 Convertible Touchscreen 13.3-inch (33.78 cms) FHD Laptop (3rd Gen Ryzen 5 4500U/8GB/512GB SSD/Win 10 Home/Night Fall Black/1.32kg), 13-ay0045AU","₹73,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A10151523J5Z714FUGNH0&url=%2FHP-Convertible-Touchscreen-13-3-inch-13-ay0045AU%2Fdp%2FB08D5F4B6M%2Fref%3Dsr_1_85_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993511%26sr%3D8-85-spons%26psc%3D1&qualifier=1620993511&id=3187001800216454&widgetName=sp_btf
"HP 14 Laptop 14"" (35.56cms) (Ryzen 5 3500U/8GB/1TB HDD + 256GB SSD/Win 10/Microsoft Office 2019/Radeon Vega 8 Graphics), DK0093AU","₹43,990",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A10157323NOX0K7PWYS64&url=%2FHP-14-DK0093AU-14-inch-Graphics%2Fdp%2FB07THW9WFM%2Fref%3Dsr_1_86_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993511%26sr%3D8-86-spons%26psc%3D1&qualifier=1620993511&id=3187001800216454&widgetName=sp_btf
"Asus K513EA-BQ302TS i3-1115G4//4G/256 PCIe SSD/Indie BLACK/15.6""FHD vIPS/1Y International Warranty + McAfee/Office H&S/Backlit KB/Finger Print","₹39,490",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0856603VMQUI6AFBVHI&url=%2FK513EA-BQ302TS-i3-1115G4-International-Warranty-Backlit%2Fdp%2FB08WKFXBLS%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993514%26sr%3D8-81-spons%26psc%3D1%26smid%3DA1S1RV7QA28FUJ&qualifier=1620993514&id=1265715965122300&widgetName=sp_atf_next
"Acer Swift 5 14"" (35.56cms) Full HD IPS Display with Touchscreen Ultra Thin and Light Notebook (Intel i7 - 11th Gen/16GB RAM/1TB SSD/Win10/Intel Iris Xe Graphics/1.05 Kg/Mist Green), SF514-55TA","₹91,999",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0659051I7QS641DEDLG&url=%2FAcer-Swift-Display-Touchscreen-Notebook%2Fdp%2FB08M41DHTV%2Fref%3Dsr_1_82_sspa%3Fdchild%3D1%26keywords%3DLaptop%26qid%3D1620993514%26sr%3D8-82-spons%26psc%3D1&qualifier=1620993514&id=1265715965122300&widgetName=sp_atf_next
"HP 14 (2021) Thin & Light 11th Gen Intel Core i3 Laptop with Alexa Built-in, 8GB RAM, 512GB SSD, 14-inch FHD Screen, Windows 10, MS Office (14s-dr2015TU)","₹52,990",https://www.amazon.in/HP-Laptop-14-inch-Windows-14s-dr2015TU/dp/B093L3TV59/ref=sr_1_83?dchild=1&keywords=Laptop&qid=1620993514&sr=8-83
"HP 245 G8 AMD Ryzen 5 - 3500U 14 inch Laptop (8GB RAM/1TB HDD/Windows 10 /Radeon Vega 8 Graphics/NO ODD) 365R8PA (1.52kg, Dark ash Silver)","₹41,055",https://www.amazon.in/HP-245-G8-AMD-Ryzen/dp/B093L8FSP2/ref=sr_1_84?dchild=1&keywords=Laptop&qid=1620993514&sr=8-84
"HP 15 10th Gen Intel Core i3 Processor 15.6-inch(39.6 cm) FHD Laptop (8GB/256GB SSD+1TB HDD/Windows 10/MS Office/Jet Black/1.74Kg), 15s-du1064TU","₹43,490",https://www.amazon.in/HP-15-6-inch-Laptop-i3-10110U-15s-du1064TU/dp/B08HJZLW96/ref=sr_1_85?dchild=1&keywords=Laptop&qid=1620993514&sr=8-85
"(Renewed) HP Elitebook Laptop 640G1 Intel Core i5 - 4300M Processor, 16 GB Ram & 128 GB SSD, Win10, 14.1 inches, Optical Drive Notebook Computer","₹36,690",https://www.amazon.in/Renewed-HP-Elitebook-Laptop-640G1/dp/B094Q1FTB7/ref=sr_1_86?dchild=1&keywords=Laptop&qid=1620993514&sr=8-86
